Mod:Item:MetaData, Localized Name
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
appliedenergistics2:material:21, Inscriber Name Press
appliedenergistics2:material:3, Nether Quartz Dust
appliedenergistics2:material:10, Pure Certus Quartz Crystal
appliedenergistics2:material:12, Pure Fluix Crystal
appliedenergistics2:material:11, Pure Nether Quartz Crystal
appliedenergistics2:material:48, Quantum Entangled Singularity
appliedenergistics2:material:5, Silicon
appliedenergistics2:material:19, Inscriber Silicon Press
appliedenergistics2:material:20, Printed Silicon
appliedenergistics2:material:47, Singularity
appliedenergistics2:material:45, Sky Stone Dust
appliedenergistics2:material:41, Wireless Receiver
appliedenergistics2:material:42, Wireless Booster
appliedenergistics2:material:40, Wooden Gear
appliedenergistics2:part:300, ME Annihilation Plane
appliedenergistics2:part:120, Cable Anchor
appliedenergistics2:part:20, ME Covered Cable - White
appliedenergistics2:part:21, ME Covered Cable - Orange
appliedenergistics2:part:22, ME Covered Cable - Magenta
appliedenergistics2:part:23, ME Covered Cable - Light Blue
appliedenergistics2:part:24, ME Covered Cable - Yellow
appliedenergistics2:part:25, ME Covered Cable - Lime
appliedenergistics2:part:26, ME Covered Cable - Pink
appliedenergistics2:part:27, ME Covered Cable - Gray
appliedenergistics2:part:28, ME Covered Cable - Light Gray
appliedenergistics2:part:29, ME Covered Cable - Cyan
appliedenergistics2:part:30, ME Covered Cable - Purple
appliedenergistics2:part:31, ME Covered Cable - Blue
appliedenergistics2:part:32, ME Covered Cable - Brown
appliedenergistics2:part:33, ME Covered Cable - Green
appliedenergistics2:part:34, ME Covered Cable - Red
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:465, P2P Tunnel - EU
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
projecte:alchemical_chest, Alchemical Chest
projecte:collector_mk1, Energy Collector MK1
projecte:collector_mk2, Energy Collector MK2
projecte:collector_mk3, Energy Collector MK3
projecte:condenser_mk1, Energy Condenser
projecte:condenser_mk2, Energy Condenser MK2
projecte:dm_furnace, Dark Matter Furnace
projecte:dm_pedestal, Dark Matter Pedestal
projecte:fuel_block:0, Alchemical Coal Block
projecte:fuel_block:1, Mobius Fuel Block
projecte:fuel_block:2, Aeternalis Fuel Block
projecte:interdiction_torch, Interdiction Torch
projecte:matter_block:0, Dark Matter Block
projecte:matter_block:1, Red Matter Block
projecte:nova_catalyst, Nova Catalyst
projecte:nova_cataclysm, Nova Cataclysm
projecte:relay_mk1, Anti-Matter Relay MK1
projecte:relay_mk2, Anti-Matter Relay MK2
projecte:relay_mk3, Anti-Matter Relay MK3
projecte:rm_furnace, Red Matter Furnace
projecte:transmutation_table, Transmutation Table
projecte:item.pe_philosophers_stone, Philosopher's Stone
projecte:item.pe_alchemical_bag:0, Alchemical Bag (White)
projecte:item.pe_alchemical_bag:1, Alchemical Bag (Orange)
projecte:item.pe_alchemical_bag:2, Alchemical Bag (Magenta)
projecte:item.pe_alchemical_bag:3, Alchemical Bag (Light Blue)
projecte:item.pe_alchemical_bag:4, Alchemical Bag (Yellow)
projecte:item.pe_alchemical_bag:5, Alchemical Bag (Lime)
projecte:item.pe_alchemical_bag:6, Alchemical Bag (Pink)
projecte:item.pe_alchemical_bag:7, Alchemical Bag (Gray)
projecte:item.pe_alchemical_bag:8, Alchemical Bag (Light Gray)
projecte:item.pe_alchemical_bag:9, Alchemical Bag (Cyan)
projecte:item.pe_alchemical_bag:10, Alchemical Bag (Purple)
projecte:item.pe_alchemical_bag:11, Alchemical Bag (Blue)
projecte:item.pe_alchemical_bag:12, Alchemical Bag (Brown)
projecte:item.pe_alchemical_bag:13, Alchemical Bag (Green)
projecte:item.pe_alchemical_bag:14, Alchemical Bag (Red)
projecte:item.pe_alchemical_bag:15, Alchemical Bag (Black)
projecte:item.pe_repair_talisman, Repair Talisman
projecte:item.pe_klein_star:0, Klein Star Ein
projecte:item.pe_klein_star:1, Klein Star Zwei
projecte:item.pe_klein_star:2, Klein Star Drei
projecte:item.pe_klein_star:3, Klein Star Vier
projecte:item.pe_klein_star:4, Klein Star Sphere
projecte:item.pe_klein_star:5, Klein Star Omega
projecte:item.pe_fuel:0, Alchemical Coal
projecte:item.pe_fuel:1, Mobius Fuel
projecte:item.pe_fuel:2, Aeternalis Fuel
projecte:item.pe_covalence_dust:0, Low Covalence Dust
projecte:item.pe_covalence_dust:1, Medium Covalence Dust
projecte:item.pe_covalence_dust:2, High Covalence Dust
projecte:item.pe_matter:0, Dark Matter
projecte:item.pe_matter:1, Red Matter
projecte:item.pe_dm_pick, Dark Matter Pickaxe
projecte:item.pe_dm_axe, Dark Matter Axe
projecte:item.pe_dm_shovel, Dark Matter Shovel
projecte:item.pe_dm_sword, Dark Matter Sword
projecte:item.pe_dm_hoe, Dark Matter Hoe
projecte:item.pe_dm_shears, Dark Matter Shears
projecte:item.pe_dm_hammer, Dark Matter Hammer
projecte:item.pe_rm_pick, Red Matter Pickaxe
projecte:item.pe_rm_axe, Red Matter Axe
projecte:item.pe_rm_shovel, Red Matter Shovel
projecte:item.pe_rm_sword, Red Matter Sword
projecte:item.pe_rm_hoe, Red Matter Hoe
projecte:item.pe_rm_shears, Red Matter Shears
projecte:item.pe_rm_hammer, Red Matter Hammer
projecte:item.pe_rm_katar, Red Katar
projecte:item.pe_rm_morning_star, Red Morningstar
projecte:item.pe_dm_armor_3, Dark Matter Helmet
projecte:item.pe_dm_armor_2, Dark Matter Chestplate
projecte:item.pe_dm_armor_1, Dark Matter Leggings
projecte:item.pe_dm_armor_0, Dark Matter Boots
projecte:item.pe_rm_armor_3, Red Matter Helmet
projecte:item.pe_rm_armor_2, Red Matter Chestplate
projecte:item.pe_rm_armor_1, Red Matter Leggings
projecte:item.pe_rm_armor_0, Red Matter Boots
projecte:item.pe_gem_armor_3, Gem Helmet
projecte:item.pe_gem_armor_2, Gem Chestplate
projecte:item.pe_gem_armor_1, Gem Leggings
projecte:item.pe_gem_armor_0, Gem Boots
projecte:item.pe_ring_iron_band, Iron Band
projecte:item.pe_black_hole, Black Hole Band
projecte:item.pe_archangel_smite, Archangel's Smite
projecte:item.pe_harvest_god, Harvest Goddess Band
projecte:item.pe_ignition, Ignition Ring
projecte:item.pe_zero_ring, Zero Ring
projecte:item.pe_swrg, Swiftwolf's Rending Gale
projecte:item.pe_time_watch, Watch of Flowing Time
projecte:item.pe_gem_density, Gem of Eternal Density
projecte:item.pe_divining_rod_1, Divining Rod (low)
projecte:item.pe_divining_rod_2, Divining Rod (medium)
projecte:item.pe_divining_rod_3, Divining Rod (high)
projecte:item.pe_mercurial_eye, Mercurial Eye
projecte:item.pe_void_ring, Void Ring
projecte:item.pe_arcana_ring, Ring of Arcana
projecte:item.pe_body_stone, Body Stone
projecte:item.pe_soul_stone, Soul Stone
projecte:item.pe_mind_stone, Mind Stone
projecte:item.pe_life_stone, Life Stone
projecte:item.pe_evertide_amulet, Evertide Amulet
projecte:item.pe_volcanite_amulet, Volcanite Amulet
projecte:item.pe_water_orb, Water Orb
projecte:item.pe_lava_orb, Lava Orb
projecte:item.pe_randomizer, Randomizer Orb
projecte:item.pe_lens_explosive, Explosive Lens
projecte:item.pe_fire_projectile, item.pe_fire_projectile.name
projecte:item.pe_wind_projectile, item.pe_wind_projectile.name
projecte:item.pe_destruction_catalyst, Destruction Catalyst
projecte:item.pe_hyperkinetic_lens, Hyperkinetic Lens
projecte:item.pe_catalitic_lens, Catalytic Lens
projecte:item.pe_tome, Tome of Knowledge
projecte:item.pe_transmutation_tablet, Transmutation Tablet
projecte:item.pe_manual, Book of the Alchemist [WIP]
ae2wtlib:infinity_booster_card, Infinity Booster Card
ae2wtlib:wut, Wireless Ultimate Terminal
ae2wtlib:wut_creative, Creative Wireless Ultimate Terminal
artisanworktables:tab_icon, tile.artisanworktables.tab_icon.name
artisanworktables:worktable:0, Tailor's Worktable
artisanworktables:worktable:1, Carpenter's Worktable
artisanworktables:worktable:2, Mason's Worktable
artisanworktables:worktable:3, Blacksmith's Worktable
artisanworktables:worktable:4, Jeweler's Worktable
artisanworktables:worktable:5, Basic Worktable
artisanworktables:worktable:6, Engineer's Worktable
